2024-04-02 16:37:24.775840	https://www.encodeproject.org/cart-report/?type=Experiment&cart=%2Fcarts%2Fea2ae398-47d3-468c-9395-3505d9d6e2dd%2F&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR755SGK/	ENCSR755SGK	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me2-mouse/	H3K4me2	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	midbrain	GEO:GSE82926	H3K4me2 ChIP-seq on embryonic 14.5 day mouse midbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AKY/,/files/ENCFF002AKZ/,/files/ENCFF434QUO/,/files/ENCFF085KIU/,/files/ENCFF857UXD/,/files/ENCFF629LWA/,/files/ENCFF232AHD/,/files/ENCFF686AGB/,/files/ENCFF795DAD/,/files/ENCFF116MVR/,/files/ENCFF449MUI/,/files/ENCFF472TUF/,/files/ENCFF828JQQ/,/files/ENCFF129KFW/,/files/ENCFF675ILA/,/files/ENCFF963APC/,/files/ENCFF898CWU/,/files/ENCFF798XRY/,/files/ENCFF276BIM/,/files/ENCFF879ZSB/,/files/ENCFF287MUT/,/files/ENCFF556XTP/,/files/ENCFF676NUM/,/files/ENCFF952TZM/,/files/ENCFF803LJP/,/files/ENCFF669HKF/,/files/ENCFF028DHL/,/files/ENCFF283NPK/,/files/ENCFF534RKE/,/files/ENCFF784XOS/,/files/ENCFF042NYB/,/files/ENCFF572KLT/,/files/ENCFF412RQA/,/files/ENCFF374BEH/,/files/ENCFF600HWQ/,/files/ENCFF416LYH/,/files/ENCFF808TTR/,/files/ENCFF550ANC/,/files/ENCFF240DRR/,/files/ENCFF215QFI/,/files/ENCFF112PBR/,/files/ENCFF646DYA/,/files/ENCFF216XWC/,/files/ENCFF101NYO/,/files/ENCFF855AFZ/,/files/ENCFF553JYI/,/files/ENCFF248CXQ/,/files/ENCFF281ARS/,/files/ENCFF309URD/,/files/ENCFF861MRZ/,/files/ENCFF827TXE/,/files/ENCFF271USV/,/files/ENCFF832QOA/,/files/ENCFF985HSJ/	/reference-epigenomes/ENCSR649KUM/,/organism-development-series/ENCSR852BQH/	ENCBS015AAA,ENCBS003AAA	2,1	1	ENCAB813FEB	Mus musculus	embryonic	14.5 days												/replicates/c99f87aa-c503-44fd-bbb0-544931cca341/,/replicates/3d1c58c0-774f-4d02-8c45-befd5685133b/				
/experiments/ENCSR067FKP/	ENCSR067FKP	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K9ac-mouse/	H3K9ac	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue embryo (14.5 days)	midbrain	GEO:GSE82397	H3K9ac ChIP-seq on embryonic 14.5 day mouse midbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AOF/,/files/ENCFF002AOM/,/files/ENCFF816ROX/,/files/ENCFF417AAR/,/files/ENCFF849DUF/,/files/ENCFF737BOX/,/files/ENCFF100PUD/,/files/ENCFF358DDW/,/files/ENCFF896UMD/,/files/ENCFF863YMZ/,/files/ENCFF015MPG/,/files/ENCFF578MPW/,/files/ENCFF389FGM/,/files/ENCFF636PQQ/,/files/ENCFF880KUA/,/files/ENCFF445UPR/,/files/ENCFF782FXC/,/files/ENCFF545MEH/,/files/ENCFF143WNX/,/files/ENCFF793DHP/,/files/ENCFF087FBF/,/files/ENCFF487UBO/,/files/ENCFF994SVG/,/files/ENCFF385KAP/,/files/ENCFF347PCY/,/files/ENCFF571LUN/,/files/ENCFF774JME/,/files/ENCFF490SKQ/,/files/ENCFF180BOA/,/files/ENCFF267KGN/,/files/ENCFF835RIX/,/files/ENCFF543TXE/,/files/ENCFF642CNC/,/files/ENCFF288VBM/,/files/ENCFF537ZRP/,/files/ENCFF984UDQ/,/files/ENCFF147CIS/,/files/ENCFF397UBH/,/files/ENCFF836EJE/,/files/ENCFF181KGX/,/files/ENCFF258MDS/,/files/ENCFF028ZYM/,/files/ENCFF187JRL/,/files/ENCFF395DAE/,/files/ENCFF433RWP/,/files/ENCFF725JUL/,/files/ENCFF936KVA/,/files/ENCFF186DNT/,/files/ENCFF383BDQ/,/files/ENCFF681ZJQ/,/files/ENCFF160TIM/,/files/ENCFF009GED/,/files/ENCFF403CTF/,/files/ENCFF071ZLX/	/reference-epigenomes/ENCSR649KUM/,/organism-development-series/ENCSR732WYD/	ENCBS015AAA,ENCBS003AAA	2,1	1	ENCAB000ANM	Mus musculus	embryonic	14.5 days												/replicates/c906aaae-bbab-458c-90b2-10d8deb541c3/,/replicates/67797120-f3cf-43da-ad5c-9728ae3c0e8d/				
/experiments/ENCSR637CCT/	ENCSR637CCT	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me3-mouse/	H3K4me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl midbrain tissue embryo (16.5 days)	midbrain	SCREEN-mm10:C57BL/6_midbrain_embryo_16.5_days,GEO:GSE82838	H3K4me3 ChIP-seq on embryonic 16.5 day mouse midbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002BXI/,/files/ENCFF045GWQ/,/files/ENCFF668KXK/,/files/ENCFF575HNJ/,/files/ENCFF336GTW/,/files/ENCFF300QWO/,/files/ENCFF695KTV/,/files/ENCFF323QYM/,/files/ENCFF503XZN/,/files/ENCFF511PPS/,/files/ENCFF984TWZ/,/files/ENCFF767ULA/,/files/ENCFF882BOD/,/files/ENCFF820HZX/,/files/ENCFF008QCV/,/files/ENCFF221CND/,/files/ENCFF182JFM/,/files/ENCFF042TCX/,/files/ENCFF102MRJ/,/files/ENCFF006GSW/,/files/ENCFF930UYA/,/files/ENCFF980MIR/,/files/ENCFF013WSU/,/files/ENCFF058XDM/,/files/ENCFF752CNM/,/files/ENCFF026MZJ/,/files/ENCFF752ZXQ/,/files/ENCFF392YYV/,/files/ENCFF704RCP/,/files/ENCFF547YDK/,/files/ENCFF290NYW/,/files/ENCFF801XGL/,/files/ENCFF190XOL/,/files/ENCFF818CUZ/,/files/ENCFF452WRP/,/files/ENCFF885DIQ/,/files/ENCFF689RCQ/,/files/ENCFF223EJF/,/files/ENCFF781KOX/,/files/ENCFF898JII/,/files/ENCFF191GZY/,/files/ENCFF595HMJ/,/files/ENCFF644PLR/,/files/ENCFF274DQD/,/files/ENCFF978GAG/,/files/ENCFF669NCY/,/files/ENCFF831PBQ/,/files/ENCFF884CGG/,/files/ENCFF657KZB/,/files/ENCFF135QYL/,/files/ENCFF456VIP/,/files/ENCFF698HFI/,/files/ENCFF076RVP/,/files/ENCFF015REZ/	/organism-development-series/ENCSR074FNQ/,/reference-epigenomes/ENCSR483SIP/	ENCBS684MLE,ENCBS463JSE	1,2	1	ENCAB610CEF	Mus musculus	embryonic	16.5 days												/replicates/65fe308a-c025-4fa9-a06d-479caa48a686/,/replicates/6ca003c5-b0ac-46b6-a1ab-eb2cb63ccd19/				
/experiments/ENCSR375GSG/	ENCSR375GSG	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27me3-mouse/	H3K27me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	hindbrain	GEO:GSE82649	H3K27me3 ChIP-seq on embryonic 11.5 day (e11.5) mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF001ZTQ/,/files/ENCFF001ZTR/,/files/ENCFF711AIN/,/files/ENCFF897QGK/,/files/ENCFF699TYA/,/files/ENCFF177TKF/,/files/ENCFF409MIF/,/files/ENCFF411IJU/,/files/ENCFF071JVI/,/files/ENCFF136VBW/,/files/ENCFF814DUP/,/files/ENCFF380HZB/,/files/ENCFF297XGI/,/files/ENCFF487RBE/,/files/ENCFF868MAL/,/files/ENCFF401KND/,/files/ENCFF432XGK/,/files/ENCFF825UBS/,/files/ENCFF424FNG/,/files/ENCFF424NQU/,/files/ENCFF673TTA/,/files/ENCFF329SYI/,/files/ENCFF244SXN/,/files/ENCFF482QED/,/files/ENCFF679HRI/,/files/ENCFF358BOO/,/files/ENCFF687FKU/,/files/ENCFF631ETI/,/files/ENCFF053WDP/,/files/ENCFF971PFN/,/files/ENCFF029SGC/,/files/ENCFF331BYM/,/files/ENCFF981QLG/,/files/ENCFF973SCQ/,/files/ENCFF594WDG/,/files/ENCFF352EVI/,/files/ENCFF085LJL/,/files/ENCFF809JLW/,/files/ENCFF565QSF/,/files/ENCFF916HAB/,/files/ENCFF849UEV/,/files/ENCFF189XLG/,/files/ENCFF865XEQ/,/files/ENCFF876ZLF/,/files/ENCFF468OKB/,/files/ENCFF505ODS/,/files/ENCFF385RGU/,/files/ENCFF956YJW/,/files/ENCFF314SUU/,/files/ENCFF829YNF/,/files/ENCFF727RMS/,/files/ENCFF569IHC/,/files/ENCFF641DRR/,/files/ENCFF169IIS/,/files/ENCFF821RKQ/,/files/ENCFF727FMD/	/organism-development-series/ENCSR720XEH/,/reference-epigenomes/ENCSR501OPC/	ENCBS199NDR,ENCBS976DPO	1,2	1,2	ENCAB723WFC	Mus musculus	embryonic	11.5 days												/replicates/0f2a4f87-d825-41e0-8723-587c983b7c80/,/replicates/ef26b8ee-3448-4dda-b98d-2aad72aa234f/,/replicates/9ad33ff2-b1d2-49cb-81a7-1d20bf0a2d8a/,/replicates/525c6483-d258-431e-8d28-11e44df98c36/				
/experiments/ENCSR264TXI/	ENCSR264TXI	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me2-mouse/	H3K4me2	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue embryo (14.5 days)	forebrain	GEO:GSE82555	H3K4me2 ChIP-seq on embryonic 14.5 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AKO/,/files/ENCFF002AKP/,/files/ENCFF976LCF/,/files/ENCFF819DGL/,/files/ENCFF188FDE/,/files/ENCFF057HUN/,/files/ENCFF930ATA/,/files/ENCFF125RFO/,/files/ENCFF644XKZ/,/files/ENCFF806EIM/,/files/ENCFF688QXN/,/files/ENCFF679QJM/,/files/ENCFF481SOP/,/files/ENCFF125YJT/,/files/ENCFF242VUF/,/files/ENCFF297UGO/,/files/ENCFF580GXE/,/files/ENCFF766AUZ/,/files/ENCFF449PML/,/files/ENCFF947WAM/,/files/ENCFF538ZCX/,/files/ENCFF228SYP/,/files/ENCFF708ZOI/,/files/ENCFF869SGW/,/files/ENCFF218VFC/,/files/ENCFF266EVA/,/files/ENCFF674CEP/,/files/ENCFF284LNH/,/files/ENCFF588VWR/,/files/ENCFF886MEZ/,/files/ENCFF477ZSN/,/files/ENCFF657GPZ/,/files/ENCFF266BLU/,/files/ENCFF921KVA/,/files/ENCFF536OML/,/files/ENCFF571WKK/,/files/ENCFF396ICB/,/files/ENCFF522UFI/,/files/ENCFF597WMJ/,/files/ENCFF750BDD/,/files/ENCFF302RNF/,/files/ENCFF344MEM/,/files/ENCFF475QXA/,/files/ENCFF383WDI/,/files/ENCFF900TKM/,/files/ENCFF361HAE/,/files/ENCFF969BMJ/,/files/ENCFF126KHD/,/files/ENCFF726CDA/,/files/ENCFF539KAL/,/files/ENCFF391IAQ/,/files/ENCFF283EZT/,/files/ENCFF254SWO/,/files/ENCFF829VEW/	/reference-epigenomes/ENCSR894URD/,/organism-development-series/ENCSR788HHA/	ENCBS014AAA,ENCBS002AAA	2,1	1	ENCAB813FEB	Mus musculus	embryonic	14.5 days												/replicates/ef06072a-ef08-4377-b822-e6606c23db66/,/replicates/9dabb5c6-8772-4781-8728-bf2f63d42fbe/				
/experiments/ENCSR739DVM/	ENCSR739DVM	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me3-mouse/	H3K4me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	forebrain	GEO:GSE82910,SCREEN-mm10:C57BL/6_forebrain_embryo_11.5_days	H3K4me3 ChIP-seq on embryonic 11.5 day (e11.5) mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF001ZTX/,/files/ENCFF001ZTY/,/files/ENCFF793BQJ/,/files/ENCFF726ZAR/,/files/ENCFF097TDI/,/files/ENCFF708UPY/,/files/ENCFF975DTE/,/files/ENCFF287PBQ/,/files/ENCFF174FDZ/,/files/ENCFF741UWK/,/files/ENCFF123BOH/,/files/ENCFF303PQN/,/files/ENCFF047MDU/,/files/ENCFF948YZT/,/files/ENCFF817OAI/,/files/ENCFF853IAM/,/files/ENCFF116ITO/,/files/ENCFF705ACM/,/files/ENCFF975IIX/,/files/ENCFF286NNP/,/files/ENCFF437KKV/,/files/ENCFF354JHH/,/files/ENCFF736EOZ/,/files/ENCFF946HLH/,/files/ENCFF370TUV/,/files/ENCFF691MPV/,/files/ENCFF116SGL/,/files/ENCFF854GQS/,/files/ENCFF782CLE/,/files/ENCFF012LQT/,/files/ENCFF490QHH/,/files/ENCFF254PVC/,/files/ENCFF923XZB/,/files/ENCFF880ZZM/,/files/ENCFF958GPD/,/files/ENCFF929JFM/,/files/ENCFF892DTD/,/files/ENCFF452KDW/,/files/ENCFF998SIS/,/files/ENCFF799BTG/,/files/ENCFF616OJG/,/files/ENCFF316GNV/,/files/ENCFF561XGJ/,/files/ENCFF043DOE/,/files/ENCFF005SVD/,/files/ENCFF202DPD/,/files/ENCFF047CRZ/,/files/ENCFF197ESY/,/files/ENCFF169CSH/,/files/ENCFF359DFF/,/files/ENCFF216EIU/,/files/ENCFF917VMY/,/files/ENCFF104ICB/,/files/ENCFF635RVF/	/organism-development-series/ENCSR155ZWW/,/reference-epigenomes/ENCSR415TUB/	ENCBS745VOM,ENCBS720JOH	1,2	1	ENCAB610CEF	Mus musculus	embryonic	11.5 days												/replicates/12a7886f-3a01-4dd0-ae6b-b899b80c6472/,/replicates/24b37052-5598-4832-ba7c-ab54b66de29c/				
/experiments/ENCSR797EYS/	ENCSR797EYS	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27ac-mouse/	H3K27ac	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (16.5 days)	hindbrain	GEO:GSE82948,SCREEN-mm10:C57BL/6_hindbrain_embryo_16.5_days	H3K27ac ChIP-seq on embryonic 16.5 day mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002BVZ/,/files/ENCFF349DZM/,/files/ENCFF866UYR/,/files/ENCFF008ZNY/,/files/ENCFF799EPD/,/files/ENCFF322VIV/,/files/ENCFF363VYD/,/files/ENCFF931CLX/,/files/ENCFF851QSN/,/files/ENCFF196XCQ/,/files/ENCFF359REU/,/files/ENCFF150BKW/,/files/ENCFF979JGI/,/files/ENCFF373JCW/,/files/ENCFF692IIH/,/files/ENCFF766INA/,/files/ENCFF857ERT/,/files/ENCFF612NVM/,/files/ENCFF767KAJ/,/files/ENCFF242MAA/,/files/ENCFF174XID/,/files/ENCFF359TVI/,/files/ENCFF239ZAX/,/files/ENCFF676WNJ/,/files/ENCFF100HSM/,/files/ENCFF486MWI/,/files/ENCFF087YIQ/,/files/ENCFF187FPR/,/files/ENCFF714UDS/,/files/ENCFF209FOP/,/files/ENCFF362GUE/,/files/ENCFF931TTD/,/files/ENCFF779KDK/,/files/ENCFF011VMX/,/files/ENCFF834HBK/,/files/ENCFF883ZKZ/,/files/ENCFF640MAB/,/files/ENCFF744UYH/,/files/ENCFF488KPJ/,/files/ENCFF979IBM/,/files/ENCFF623KJH/,/files/ENCFF080AQU/,/files/ENCFF992BHQ/,/files/ENCFF122SKF/,/files/ENCFF831XMZ/,/files/ENCFF999DXP/,/files/ENCFF956MZD/,/files/ENCFF829AVC/,/files/ENCFF221AUX/,/files/ENCFF202KRL/,/files/ENCFF213ZHS/,/files/ENCFF148HJE/,/files/ENCFF704TED/,/files/ENCFF585YWL/	/organism-development-series/ENCSR709SRY/,/reference-epigenomes/ENCSR774QPF/	ENCBS436LSH,ENCBS281ZLI	1,2	1	ENCAB943WPC	Mus musculus	embryonic	16.5 days												/replicates/8135a357-68d6-4857-9b42-ae34fad76ddb/,/replicates/01eb9dd7-a6c6-4673-aad5-1b4a061b8a54/				
/experiments/ENCSR928CYU/	ENCSR928CYU	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me3-mouse/	H3K4me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (11.5 days)	hindbrain	SCREEN-mm10:C57BL/6_hindbrain_embryo_11.5_days,GEO:GSE83023	H3K4me3 ChIP-seq on embryonic 11.5 day (e11.5) mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF001ZUD/,/files/ENCFF001ZUG/,/files/ENCFF467EFM/,/files/ENCFF450XZS/,/files/ENCFF204OCS/,/files/ENCFF021YWT/,/files/ENCFF930JNV/,/files/ENCFF130BEN/,/files/ENCFF463FNS/,/files/ENCFF711KWS/,/files/ENCFF660TCG/,/files/ENCFF298PCK/,/files/ENCFF918YCK/,/files/ENCFF626GOQ/,/files/ENCFF044SEZ/,/files/ENCFF203SSG/,/files/ENCFF955IAH/,/files/ENCFF751SFH/,/files/ENCFF363IXW/,/files/ENCFF988HIN/,/files/ENCFF426RVW/,/files/ENCFF876VMW/,/files/ENCFF604JRL/,/files/ENCFF624LGG/,/files/ENCFF810QHQ/,/files/ENCFF603HAS/,/files/ENCFF134RCN/,/files/ENCFF224GAK/,/files/ENCFF690IBO/,/files/ENCFF886NQX/,/files/ENCFF100AGY/,/files/ENCFF864BGC/,/files/ENCFF117VIY/,/files/ENCFF703BHN/,/files/ENCFF445DQR/,/files/ENCFF651ZNC/,/files/ENCFF299XYZ/,/files/ENCFF483ZRY/,/files/ENCFF017RJH/,/files/ENCFF999XRF/,/files/ENCFF167GUC/,/files/ENCFF330BTE/,/files/ENCFF067CRC/,/files/ENCFF205CDV/,/files/ENCFF850BLO/,/files/ENCFF615PND/,/files/ENCFF659VAA/,/files/ENCFF992PPB/,/files/ENCFF540LDP/,/files/ENCFF292XPT/,/files/ENCFF707IAR/,/files/ENCFF510YHE/,/files/ENCFF758USL/,/files/ENCFF675SOV/	/organism-development-series/ENCSR111KSL/,/reference-epigenomes/ENCSR501OPC/	ENCBS199NDR,ENCBS976DPO	1,2	1	ENCAB610CEF	Mus musculus	embryonic	11.5 days												/replicates/800f299e-6cf1-41d6-a130-374ea214c5c1/,/replicates/a2180428-c43d-4ab5-a34a-39b761d9a930/				
/experiments/ENCSR906UJW/	ENCSR906UJW	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me2-mouse/	H3K4me2	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	forebrain	GEO:GSE83012	H3K4me2 ChIP-seq on postnatal 0 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002ALO/,/files/ENCFF002ALS/,/files/ENCFF140MOQ/,/files/ENCFF406DCR/,/files/ENCFF692ZLA/,/files/ENCFF177TUM/,/files/ENCFF414HFH/,/files/ENCFF347ILY/,/files/ENCFF055PWA/,/files/ENCFF098ZNE/,/files/ENCFF167XBG/,/files/ENCFF628PRB/,/files/ENCFF472ZLE/,/files/ENCFF358CBW/,/files/ENCFF790PLL/,/files/ENCFF671XSW/,/files/ENCFF481YEM/,/files/ENCFF084OJA/,/files/ENCFF237BIT/,/files/ENCFF202UDK/,/files/ENCFF141VMV/,/files/ENCFF265OHW/,/files/ENCFF340XAG/,/files/ENCFF276UNW/,/files/ENCFF647TKR/,/files/ENCFF395EBW/,/files/ENCFF724GTJ/,/files/ENCFF768ZCE/,/files/ENCFF882BXB/,/files/ENCFF647TMF/,/files/ENCFF513UJO/,/files/ENCFF971GWB/,/files/ENCFF055LAX/,/files/ENCFF924CKT/,/files/ENCFF711KBX/,/files/ENCFF184WOD/,/files/ENCFF480IGX/,/files/ENCFF985EVI/,/files/ENCFF571DNV/,/files/ENCFF879HIK/,/files/ENCFF318UBO/,/files/ENCFF422VYJ/,/files/ENCFF860ZBJ/,/files/ENCFF801WYT/,/files/ENCFF167PIP/,/files/ENCFF348BIX/,/files/ENCFF666DCQ/,/files/ENCFF165FHC/,/files/ENCFF810KRV/,/files/ENCFF177CLT/,/files/ENCFF765PDW/,/files/ENCFF605QFK/,/files/ENCFF008HXC/,/files/ENCFF650OVJ/	/reference-epigenomes/ENCSR219XIH/,/organism-development-series/ENCSR788HHA/	ENCBS554AAA,ENCBS038AAA	2,1	1	ENCAB813FEB	Mus musculus	postnatal	0 days												/replicates/256011a2-7a53-405e-9fbe-97f73b293433/,/replicates/6a11b178-f779-4b46-b7a8-9af5086ce246/				
/experiments/ENCSR093DWU/	ENCSR093DWU	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K9me3-mouse/	H3K9me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	forebrain	GEO:GSE82425	H3K9me3 ChIP-seq on postnatal 0 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002BWH/,/files/ENCFF002BWF/,/files/ENCFF129KXI/,/files/ENCFF190BDR/,/files/ENCFF651IZQ/,/files/ENCFF524DXY/,/files/ENCFF876ENH/,/files/ENCFF867FAA/,/files/ENCFF390VNZ/,/files/ENCFF117ZNE/,/files/ENCFF372LFW/,/files/ENCFF617LPJ/,/files/ENCFF304FSE/,/files/ENCFF100GUG/,/files/ENCFF861SFE/,/files/ENCFF676DBG/,/files/ENCFF997XJK/,/files/ENCFF145QGN/,/files/ENCFF943HMZ/,/files/ENCFF037QXG/,/files/ENCFF517AMP/,/files/ENCFF714JCT/,/files/ENCFF666MUK/,/files/ENCFF658LIS/,/files/ENCFF630FYA/,/files/ENCFF968RWK/,/files/ENCFF308CLD/,/files/ENCFF413BNC/,/files/ENCFF413BQI/,/files/ENCFF577VVI/,/files/ENCFF896GUZ/,/files/ENCFF510TFK/,/files/ENCFF429CCZ/,/files/ENCFF114FKU/,/files/ENCFF101VZW/,/files/ENCFF279LXD/,/files/ENCFF110JVX/,/files/ENCFF613PXP/,/files/ENCFF971AZJ/,/files/ENCFF272EQJ/,/files/ENCFF028KZS/,/files/ENCFF525TCC/,/files/ENCFF405XOG/,/files/ENCFF863ATN/,/files/ENCFF753KGB/,/files/ENCFF556UXM/,/files/ENCFF965IFF/,/files/ENCFF198SDC/,/files/ENCFF658QTP/,/files/ENCFF185TPP/,/files/ENCFF501CDK/,/files/ENCFF989QZA/,/files/ENCFF285GPZ/,/files/ENCFF871DYM/	/organism-development-series/ENCSR943UEF/,/reference-epigenomes/ENCSR219XIH/	ENCBS038AAA,ENCBS554AAA	1,2	1	ENCAB929ZIJ	Mus musculus	postnatal	0 days												/replicates/fed45376-50ed-4e2b-9b18-fc49b257372e/,/replicates/c89f2378-bcba-4522-89cb-d070613089f8/				
/experiments/ENCSR975QSF/	ENCSR975QSF	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me1-mouse/	H3K4me1	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (11.5 days)	forebrain	GEO:GSE83066	H3K4me1 ChIP-seq on embryonic 11.5 day (e11.5) mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF001ZRS/,/files/ENCFF001ZRT/,/files/ENCFF123MKU/,/files/ENCFF952SFK/,/files/ENCFF047WAJ/,/files/ENCFF613OIC/,/files/ENCFF024ENP/,/files/ENCFF316XUB/,/files/ENCFF322FWO/,/files/ENCFF686GUS/,/files/ENCFF023JVX/,/files/ENCFF734XSP/,/files/ENCFF424YLM/,/files/ENCFF005ZHI/,/files/ENCFF623KQG/,/files/ENCFF245PMS/,/files/ENCFF854RYF/,/files/ENCFF624PBJ/,/files/ENCFF262EYU/,/files/ENCFF425RZM/,/files/ENCFF757XTQ/,/files/ENCFF170ZCU/,/files/ENCFF528ZVN/,/files/ENCFF695PCS/,/files/ENCFF067WVN/,/files/ENCFF278XUM/,/files/ENCFF297OTJ/,/files/ENCFF407DSV/,/files/ENCFF466ALN/,/files/ENCFF336NEA/,/files/ENCFF729TEX/,/files/ENCFF964LAJ/,/files/ENCFF446VGJ/,/files/ENCFF401WMB/,/files/ENCFF981BBG/,/files/ENCFF260BXV/,/files/ENCFF797KBV/,/files/ENCFF356FNX/,/files/ENCFF543ZJA/,/files/ENCFF572IFX/,/files/ENCFF575AYK/,/files/ENCFF574YZL/,/files/ENCFF195YCB/,/files/ENCFF598YXI/,/files/ENCFF605ASN/,/files/ENCFF220MDF/,/files/ENCFF518ZZN/,/files/ENCFF795IRW/,/files/ENCFF710VRS/,/files/ENCFF799AJC/,/files/ENCFF226NOT/,/files/ENCFF147OKD/,/files/ENCFF583TNY/,/files/ENCFF500DUA/,/files/ENCFF526DND/,/files/ENCFF656TXG/	/organism-development-series/ENCSR636UWA/,/reference-epigenomes/ENCSR415TUB/	ENCBS745VOM,ENCBS720JOH	1,2	1,2	ENCAB969VGQ	Mus musculus	embryonic	11.5 days												/replicates/fa494bef-5a4e-4752-a786-6bd21bc658e2/,/replicates/bb7e3414-4044-4b3e-915f-9bcc19584c8d/,/replicates/030c4f3e-39d4-4382-8a45-1ee2ab34c999/,/replicates/e3e74894-2a26-4f37-947f-2027512708e8/				
